title,address,contentId,contentTypeId,tag,reason,cat1,cat2,cat3,cat1_name,cat2_name,cat3_name,mapx,mapy,overview
개오리오름,제주특별자치도 제주시 봉개동,1889809,12,mixed,outdoor:공원/산/오름 | mixed:복합,A01,A0101,A01010400,자연관광지,국립공원,산,126.6125115262,33.4262287923,"개오리오름은 제주시 조랑말 목장 동쪽의 방송중계탑이 설치되어 있는 오름이다. 크고 작은 세 개의 봉우리로 이루어진 다양한 형태를 갖고 있는 복합형 화산체이며, 개오리오름은 주봉인 송신탑이 서 있는 곳의 오름을 말한다. 족은개오리는 북쪽에 서향으로 벌어진 말굽형 화구를 갖는 것이고, 가운데에 샛개오리라 부르는 원추형의 작은 오름이 있다. 전체적으로 두 개의 말굽형 화구를 갖는 복합형이다. 전사면이 낙엽수, 상록수 등이 울창하게 우거진 자연림을 이루고, 일부에 삼나무, 소나무가 있다. 겨울 한동안은 잎이 다 떨어진 회갈색 사면에 층층으로 늘어선 삼나무 대열이 이채롭다. 산 모양이 개오리(가오리)처럼 생겼다는 이름으로 가오리오름, 개워리오름, 개월오름으로 불리기도 한다."
갯거리오름,제주특별자치도 서귀포시 대포동,1889833,12,outdoor,outdoor:공원/산/오름/전망대/해안,A01,A0101,A01010400,자연관광지,국립공원,산,126.4578470138,33.3101086116,"갯거리오름은 도로변에 위치한 거린사슴 동측으로 이어져 있는 오름으로, 거린사슴과 가파른 고갯길을 사이에 두고 갈리어 있는 별개의 원추형 화산체이다. 거린사슴 중턱의 도로가에서는 운전자들이 쉴 수 있는 간이 휴게공간이 마련되어 있어 제주도 남서부지역의 풍광은 물론 서귀포시에서부터 모슬포 해안까지의 바다경치를 만끽할 수 있는 전망대가 되고 있다. 갯거리오름으로 불리고 있는 오름이 한림읍 명월리 문수동 동쪽에도 있다. 오름 남쪽에 제주의 역사가 묻어나는 장소로 당시 희생자들이 묻힌 만벵듸 묘역이 있어 추모의 시간을 가져 볼 수 있다."
거린사슴,제주특별자치도 서귀포시 1100로 823,1890152,12,outdoor,outdoor:공원/산/숲길/오름/전망대,A01,A0101,A01010400,자연관광지,국립공원,산,126.4543696003,33.3073171985,"거린사슴은 기생화산으로 분화구는 서쪽으로 벌어진 말굽형의 형태이다. 한라산 중턱에 있는 오름 중에 사슴과 관련된 이름으로 지어진 오름 중의 하나이며 실제로 사슴이 살았다고 해서 거린사슴이라 불리고 있으며, 거리다는 갈라지다의 옛말로 오름이 두 개의 봉우리로 갈리어져 있음을 말한다. 도로가 오름을 관통하여 지나며 오름의 기슭에는 휴게소 겸 전망대가 만들어져 있다. 이 전망대는 탁 트인 풍경과 서귀포 시내를 한눈에 내려다볼 수 있다. 오름의 전사면 둘레에는 많은 나무가 자라 무성한 숲을 이루며, 동쪽에 갯거리오름이 있고 서귀포 자연휴양림이 위치한다. 거린사슴은 오름 등반, 서귀포 시내 조망, 피톤치드 가득한 숲길 산책까지 일석삼조를 얻을 수 있는 관광지이다."
거린사슴전망대,제주특별자치도 서귀포시 1100로 791 (대포동),3015782,12,outdoor,outdoor:둘레길/산/섬/숲길/오름,A02,A0205,A02050600,역사관광지,다리/대교,유명건물,126.4550112359,33.3062367724,"거린사슴오름의 기슭에 있는 전망대이다. 1100도로 서귀포자연휴양림에서 서귀포 방면으로 내려가다 보면 있다. 서귀포에서 야경을 볼 수 있는 곳들이 흔치 않고 밤에 오름을 올라가기에도 어려움이 있는데 거린사슴전망대는 차로 바로 이동할 수 있어 야경을 즐기기에도 적합한 곳이다. 서귀포 시가지와 앞바다가 한눈에 들어오는 경치 좋은 곳으로 서귀포 앞바다에 위치한 숲섬, 범섬, 문섬 들의 전경이 아름답게 펼쳐진다. 한라산 중턱에 있는 오름 중에 사슴과 관련된 이름으로 지어진 오름 가운데 하나이며 실제로 오름에는 사슴이 살았다고 전해지고 있다. 서귀포의 명승지들이 파노라마 형태로 표시해 둔 사진에 잘 설명되어 있어 이해를 돕고 있다. 이곳에 약 1㎞ 정도 되는 아름다운 숲길인 거린사슴전망대 둘레길이 있는데 원래 민유림 임도로 사용했던 길을 정비하여 제주도민들과 관광객들을 위한 산책로를 조성한 것이다. 아직 많이 알려지지 않아 혼자 조용히 걷기 좋은 명상의 숲길이다. 소나무와 삼나무, 편백나무, 자연림이 한데 어울려 자라는 산책로를 걷다 보면 숲에서 뿜어져 나오는 맑고 신선한 공기는 몸과 마음을 정화시켜 준다. 이곳의 위치는 제주에서 단풍도 잘 드는 곳이라 가을 방문도 좋겠다. 거리가 짧아 노인이나 어린이들도 걷기에 적당한 코스여서 가족 산책길로도 추천한다."
거슨새미오름,제주특별자치도 제주시 구좌읍 송당리 산145,1918646,12,outdoor,outdoor:공원/둘레길/산/숲길/오름,A01,A0101,A01010400,자연관광지,국립공원,산,126.7610119406,33.4521283086,"거슨세미오름은 제주시 구좌읍 대천동 사거리에서 송당을 잇는 비자림로에 위치해 있다. 이 오름 서남쪽 굼부리(분화구)에는 한라산쪽으로 거슬러 흐르는 샘이 있어 거슨새미 라고 부른다. 서쪽으로 벌어진 말굽형 오름으로 북쪽에는 안돌오름과 밧돌오름이 있고 남쪽에는 칡오름, 민오름이 있다. 오름 입구에서 왼쪽으로는 샘을 거쳐 정상으로 가는 길, 오른쪽으로는 비자나무 산림욕장, 삼나무와 편백나무 숲길이 이어지는 둘레길과 연결되어 있다. 둘레길은 어린아이와 노약자들도 충분히 탐방이 가능할 만큼 평탄한 구간으로 산책과 함께 산림욕을 즐길 수 있다. 이 곳의 비자나무는 송당리민들이 직접 조림한 것으로 비자나무 열매를 채취하고 판매하여 주민소득 창출의 기회가 되고, 이곳을 찾는 여행자들에겐 멋진 산림욕장을 제공하고 있다."
걸시오름,제주특별자치도 제주시 1100로 2558-73 (노형동),1918965,12,outdoor,outdoor:공원/산/오름,A01,A0101,A01010400,자연관광지,국립공원,산,126.4941248902,33.4126617414,"걸시오름은 제주특별자치도 제주시 연동에 있는 오름이다. 오름의 모습이 문빗장으로 쓰이는 ㄱ자형의 걸쇠를 닮았다고 해서 걸시오름, 걸세오름, 걸서오름 등으로 불리고 있다. 말굽형의 화구를 끼고 양쪽 등성이가 길쭉하게 뻗어 내린 것이 U자에 가까운 형태로 침식이 상당히 진행되었고 한라산 쪽은 새로운 용암에 의해 덮여 있다. 식생은 해송과 삼나무가 주종을 이루고 있어 울창한 숲을 이루고 있으며 특히 묘지가 많아 대부분이 가족 묘지들로 조성되어 있다. 한라산 국립공원의 원시림 지대와 제주도 중 산간 지대의 전형적인 초지 지대가 만나는 곳으로써 한라산의 수목 한계선이 뚜렷하게 구분되는 지역이며 인위적 요인에 의한 식생의 천이 과정이 잘 나타나고 있기도 하다."
검은노루,제주특별자치도 서귀포시 대정읍 상모로 257,2873679,39,indoor,indoor:음식점 | outdoor:산,A05,A0502,A05020100,음식점,한식,한식,126.2617326224,33.2238983821,"검은노루는 제주 서귀포시 대정읍에 위치한 음식점으로, 국수 요리와 수육을 주메뉴로 선보인다. 일반적인 메뉴 구성과는 다른 개성 있는 요리를 만날 수 있다. 국수의 면이 일반적으로 사용하는 중면이 아닌, 굵고 탱탱한 칼국수 면발을 사용하며, 국물이 진해 진한 육수의 맛을 느낄 수 있다. 또한 수제 고기산적은 기다란 돔베(도마) 위에 구운 목살, 앞다릿살, 양파, 새우, 버섯 등이 올려져 나오며, 이외에도 목갈비와 구운 채소, 다양한 소스를 함께 즐길 수 있는 ‘노루한판’은 여럿이 함께 나눠먹기 좋은 구성이다. 가게 내부는 빈티지하고 엔틱한 소품들이 배치되어 있어 인테리어를 보는 것도 또 하나의 즐거움이 된다."
경미네집,제주특별자치도 서귀포시 성산읍 일출로 259,2758836,39,indoor,indoor:식당/음식점 | outdoor:산,A05,A0502,A05020100,음식점,한식,한식,126.9334967787,33.4612828593,"제주의 대표적인 관광 명소인 성산 일출봉 근처에 있는 경미네집은 제대로 된 간판도 없이 입소문만으로 유명해진 식당이다. 이 집의 해물 라면은 양은 냄비에 투박하게 끓여 나오는데 싱싱한 문어와 오징어, 조개가 가득 들어있으면서도 저렴한 가격으로 실속 있게 음식을 즐길 수 있다. 인원수대로 라면을 주문하면 밥은 서비스로 나온다. 아삭아삭한 김치와 함께 먹으면 시원함이 배가 된다. 성게가 가득 올라간 성게 밥과 바로 조리하여 쫀득한 식감이 좋은 전복죽도 일품이다. 오래된 분식집처럼 정감 있는 곳에서 맛보는 따뜻한 음식들이 마음마저 따뜻하게 한다."
경성수산,제주특별자치도 제주시 한림상로 111,2870515,39,indoor,indoor:식당/음식점 | outdoor:산,A05,A0502,A05020100,음식점,한식,한식,126.2648059954,33.4099473082,"경성수산은 한림종합운동장 근처에 있다. 제주 토박이가 직접 잡은 자연산 해산물, 양식 해산물 등 다양하게 준비하고 있으며 저렴하고 깨끗한 회포장 전문점이다. 식당 내에는 테이블이 4개 정도 있다. 방어, 고등어, 참돔 등 제철 활어를 깨끗하게 손질해 주며 딱새우도 먹기 좋게 껍질을 제거해 준다. 여행자들이 숙소로 포장해 가는 경우가 많으며 매장에서도 간단히 시식할 수 있다. 포장의 경우 1시간 이내 취식을 추천한다. 한림항, 옹포항과도 가깝다."
고근산,제주특별자치도 서귀포시 서호동 1287,127051,12,outdoor,outdoor:공원/산/섬/오름,A01,A0101,A01010400,자연관광지,국립공원,산,126.5139125656,33.2668281661,"고근산은 서귀포 신시가지를 감싸고 있는 기생화산으로 정상에 깊지 않은 원형 분화구를 가지고 있다. 그리 높은 곳에 자리 잡고 있지는 않지만 탁 트인 곳에 있기 때문에 산봉우리에 서면 멀리는 마라도에서부터 지귀도까지 제주 바다와 서귀포시의 풍광을 한눈에 조망할 수 있다. 특히 밤바다와 함께 어우러진 서귀포 칠십리 야경을 감상하기 좋은 장소로 알려져 있으며 남동사면 중턱의 머흔저리라고 하는 곳은 예전에 국상을 당했을 때 곡을 하던 곡배단이 있고, 남서사면 숲 비탈에는 꿩사냥 하던 강생이(강아지)가 떨어져 죽었다고 전해지는 강생이궤(수직동굴)가 있다. 오름 중턱에 삼나무, 편백나무, 해송, 상수리나무, 밤나무 등이 조림되어 있고, 정상 부근에는 자연석과 어우러져 사스레피나무, 예덕나무, 산철쭉이 군락을 이루고 있으나 예전에는 드물게 해송이 있는 풀밭 오름이었다고 한다. 전설상의 거신 설문대 할망이 심심할 때면 한라산 정상부를 베개 삼고 고근산 굼부리에는 궁둥이를 얹고 앞바다 범섬에 다리를 걸치고 누워서 물장구를 쳤다는 재미있는 전설이 전해오고 있다. 최근 산책과 운동을 위하여 방문객이 늘면서 새로운 운동 휴양명소로 떠오르고 있다."
고내포구,제주특별자치도 제주시 애월읍 고내리 1111-4,2791433,12,outdoor,outdoor:공원/해안,A01,A0101,A01011400,자연관광지,국립공원,항구/포구,126.3379150223,33.4670588041,"제주시 애월읍에 자리한 고내 포구는 에메랄드빛 제주 바다를 감상할 수 있는 애월읍 해안도로를 따라 달리다 보면 지나게 되는 작은 포구이다. 여유롭고 고즈넉한 어촌 마을의 분위기가 가득한 이곳은 맑고 깨끗한 바다와 올레길 16코스로 인해 관광객이 많이 찾는 곳이다. 바다를 향해 길게 나 있는 방파제에는 사진을 찍으려는 사람들은 물론, 의자를 펴고 취미 낚시를 즐기는 사람을 종종 볼 수 있다. 물이 워낙 맑아서 바다를 들여다보면 물고기가 돌아다니는 모습이 직접 보일 정도다. 제주 올레길 16코스의 시작이자 15코스의 종점이기도 하다."
고배기동산,제주특별자치도 서귀포시 안덕면 광평리 산67,2819599,12,outdoor,outdoor:공원/산,A01,A0101,A01010400,자연관광지,국립공원,산,126.3817114923,33.3308301199,"서귀포 안덕면 광평리에 위치한 고배기 동산은 제주 4·3 사건 당시 사라졌던 광평리 마을을 1955년 재건하면서 한라산 아래 첫 마을 사람들에게 삶의 터를 내어준 자연에 감사하는 마음을 담아 만든 숲이다. 과거에는 ‘고백’이라는 사람이 살았다고 해서 ‘고백이 동산’이라고 불렸다고 한다. 고배기 동산 곳곳에 편안하게 휴식을 취할 수 있는 그물망 침대와 벤치도 마련되어 있다. 아무도 없는 숲 속에서 바람에 흔들리는 나뭇잎 소리, 지저귀는 새소리를 들으며 조용히 시간을 보내기 좋다."
고불락,제주특별자치도 제주시 애월읍 고내로7길 45-12,1867998,39,indoor,indoor:식당/음식점 | outdoor:해안,A05,A0502,A05020100,음식점,한식,한식,126.3366095862,33.4667893686,"100년 된 고택에서 먹는 힙한 노포감성의 식당, 고불락을 소개한다. 고불락은 대한민국에서 유일하게 상추효소밥을 먹을 수 있는 식당이다. 고불락은 제주시 애월읍에 있는 가정식 백반 맛집으로, 100년이 넘은 고택을 음식점으로 리모델링해 영업하고 있다. 가게가 골목길에 위치해 차량을 가지고 왔다면 골목길 앞에 있는 무료주차장, 애월 해안도로 주차장을 이용하는 것을 추천한다. 100년이 넘은 만큼 가게는 아담하고 정겨운 분위기가 난다. 집에서 먹을 법한 가정식 백반을 판매하는 곳으로, 상주밥 정식과 고등어쌈밥이 대표 메뉴다. 상추밥 정식은 고불락의 시그니처 메뉴인 상추효소밥을 흑돼지 제육볶음, 국과 함께 제공한다. 상추에 효소밥, 제육볶음을 얹어 들깨소스와 찍어 먹으면 상추의 아삭함과 드레싱의 달콤함, 그리고 제육볶음의 맛이 어우러지는 걸 느낄 수 있다. 

(출처 : 제주 문화관광 홈페이지)"
고사리커피,제주특별자치도 제주시 구좌읍 중산간동로 2064,2863927,39,indoor,indoor:음식점/카페 | outdoor:산/오름,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.7640945189,33.4734065616,고사리커피는 제주의 바다와 오름만큼 아름다운 제주의 숲을 담고 있는 공간이다. 측면으로 낸 통창으로 고사리가 피어난 깊고 몽환적인 제주의 숲에 앉아 잠시 쉬어갈 수 있다. 가마솥에 덖어낸 귤피차와 스페셜티 원두의 에스프레소가 블렌딩 된 티커피인 고사리커피와 제주 수제 청귤청과 스페셜티 아메리카노가 블렌딩 된 청귤커피는 오직 고사리커피에서만 맛볼 수 있는 음료이다. 또 고소한 우리 쌀 누룽지와 1등급 원유 크림치즈로 만든 글루텐프리 치즈케이크와 국내산 쌀가루와 프랑스산 천연발효버터를 사용해 만든 글루텐프리 쌀 다쿠아즈도 판매하고 있다.
